"","LocationName","LocationType","LatitudeDegrees","LatitudeMinutes","LatitudeDirection","LongitudeDegrees","LongitudeMinutes","LongitudeDirection","LocationCode","MapCode","FileName","latitude","longitude","FileName_num","LocationName_clean","LocationType_txt","LocationType_category"
"20413","AORA-CHAKE","STM",0,30,"S",34,38,"E",56620,1,"page21.tiff",-0.5,34.6333333333333,21,"aora-chake","stream","water"
"20414","AORO MODHO","STM",0,30,"S",34,29,"E",56620,1,"page21.tiff",-0.5,34.4833333333333,21,"aoro modho","stream","water"
"20415","APAMA","STM",0,34,"N",34,9,"E",56610,1,"page21.tiff",0.566666666666667,34.15,21,"apama","stream","water"
"20416","APEGEI","STM",0,32,"N",34,11,"E",56610,1,"page21.tiff",0.533333333333333,34.1833333333333,21,"apegei","stream","water"
"20417","ARAMBE","STM",0,56,"S",34,34,"E",56620,1,"page21.tiff",-0.933333333333333,34.5666666666667,21,"arambe","stream","water"
"20418","ARAU","STM",1,35,"N",35,27,"E",56630,2,"page21.tiff",1.58333333333333,35.45,21,"arau","stream","water"
"20419","ARIONOMUR RIVER","STM",2,25,"N",35,23,"E",56630,0,"page22.tiff",2.41666666666667,35.3833333333333,22,"arionomur river","stream","water"
"20420","AROBO BUCH","STM",0,49,"N",35,25,"E",56630,1,"page22.tiff",0.816666666666667,35.4166666666667,22,"arobo buch","stream","water"
"20421","AROBOBUTCH SEE AROBO BUCH","STM",0,49,"N",35,25,"E",56630,0,"page22.tiff",0.816666666666667,35.4166666666667,22,"arobobutch see arobo buch","stream","water"
"20422","AROGA","STM",1,47,"N",35,4,"E",56630,2,"page22.tiff",1.78333333333333,35.0666666666667,22,"aroga","stream","water"
"20423","AROR","STM",0,57,"N",35,38,"E",56630,3,"page22.tiff",0.95,35.6333333333333,22,"aror","stream","water"
"20424","ARORR SEE AROR","STM",0,57,"N",35,38,"E",56630,0,"page22.tiff",0.95,35.6333333333333,22,"arorr see aror","stream","water"
"20425","AROSS, OLKEJU","STM",1,43,"S",36,16,"E",56630,1,"page22.tiff",-1.71666666666667,36.2666666666667,22,"aross, olkeju","stream","water"
"20426","ARUS","STM",0,10,"N",35,58,"E",56630,1,"page22.tiff",0.166666666666667,35.9666666666667,22,"arus","stream","water"
"20427","ARUS STEAM SEE ARUS","STM",0,10,"N",35,58,"E",56630,0,"page22.tiff",0.166666666666667,35.9666666666667,22,"arus steam see arus","stream","water"
"20428","ASARIAN","STM",2,58,"S",37,34,"E",56600,1,"page22.tiff",-2.96666666666667,37.5666666666667,22,"asarian","stream","water"
"20429","ASASUM","STM",1,53,"N",35,0,"E",56600,3,"page22.tiff",1.88333333333333,35,22,"asasum","stream","water"
"20430","ASAWO","STM",0,18,"S",34,56,"E",56600,0,"page22.tiff",-0.3,34.9333333333333,22,"asawo","stream","water"
"20431","ASSURR","STM",1,5,"S",35,8,"E",56630,1,"page23.tiff",-1.08333333333333,35.1333333333333,23,"assurr","stream","water"
"20432","ASURE","STM",1,59,"S",35,52,"E",56630,1,"page23.tiff",-1.98333333333333,35.8666666666667,23,"asure","stream","water"
"20433","ATAJA","STM",1,18,"N",34,57,"E",56630,1,"page23.tiff",1.3,34.95,23,"ataja","stream","water"
"20434","ATEAD","STM",1,51,"N",35,11,"E",56630,2,"page23.tiff",1.85,35.1833333333333,23,"atead","stream","water"
"20435","ATHI","STM",2,59,"S",38,31,"E",56660,3,"page23.tiff",-2.98333333333333,38.5166666666667,23,"athi","stream","water"
"20436","ATIR RIVER","STM",2,17,"N",35,19,"E",56630,0,"page23.tiff",2.28333333333333,35.3166666666667,23,"atir river","stream","water"
"20437","ATOT RIVER","STM",2,12,"N",34,58,"E",56630,0,"page23.tiff",2.2,34.9666666666667,23,"atot river","stream","water"
"20438","AUGO","STM",0,50,"S",34,23,"E",56620,1,"page23.tiff",-0.833333333333333,34.3833333333333,23,"augo","stream","water"
"20439","AURO CHAKE SEE AORA-CHAKE","STM",0,30,"S",34,38,"E",56620,0,"page23.tiff",-0.5,34.6333333333333,23,"auro chake see aora-chake","stream","water"
"20440","AURO MUTHO SEE AORO MODHO","STM",0,30,"S",34,29,"E",56620,0,"page23.tiff",-0.5,34.4833333333333,23,"auro mutho see aoro modho","stream","water"
"20441","AWACH KABONDO","STM",0,26,"S",34,46,"E",56620,1,"page23.tiff",-0.433333333333333,34.7666666666667,23,"awach kabondo","stream","water"
"20442","AWACH KABUON","STM",0,21,"S",34,39,"E",56620,1,"page24.tiff",-0.35,34.65,24,"awach kabuon","stream","water"
"20443","AWACH KANO","STM",0,16,"S",34,54,"E",56620,0,"page24.tiff",-0.266666666666667,34.9,24,"awach kano","stream","water"
"20444","AWACH KASIPUL","STM",0,26,"S",34,46,"E",56620,0,"page24.tiff",-0.433333333333333,34.7666666666667,24,"awach kasipul","stream","water"
"20445","AWACH SEE AWACH KABONDO","STM",0,26,"S",34,46,"E",56620,0,"page23.tiff",-0.433333333333333,34.7666666666667,23,"awach see awach kabondo","stream","water"
"20446","AWACH SEE AWACH KABUON","STM",0,21,"S",34,39,"E",56620,0,"page23.tiff",-0.35,34.65,23,"awach see awach kabuon","stream","water"
"20447","AWACH SEE AWACH TENDE","STM",0,28,"S",34,31,"E",56620,0,"page23.tiff",-0.466666666666667,34.5166666666667,23,"awach see awach tende","stream","water"
"20448","AWACH SEE SEME AWACH","STM",0,11,"S",34,28,"E",56620,0,"page23.tiff",-0.183333333333333,34.4666666666667,23,"awach see seme awach","stream","water"
"20449","AWACH TENDE","STM",0,28,"S",34,31,"E",56620,1,"page24.tiff",-0.466666666666667,34.5166666666667,24,"awach tende","stream","water"
"20450","AWACH-SIANDA SEE SEME AWACH","STM",0,11,"S",34,28,"E",56620,0,"page24.tiff",-0.183333333333333,34.4666666666667,24,"awach-sianda see seme awach","stream","water"
"20451","AYENA ATURKAN","STM",1,49,"N",36,36,"E",56630,0,"page24.tiff",1.81666666666667,36.6,24,"ayena aturkan","stream","water"
"20452","AYENA ETUTHURU","STM",1,36,"N",36,38,"E",56630,0,"page24.tiff",1.6,36.6333333333333,24,"ayena etuthuru","stream","water"
"20453","BABOON","STM",0,43,"S",35,55,"E",56630,1,"page24.tiff",-0.716666666666667,35.9166666666667,24,"baboon","stream","water"
"20454","BAGASI SEE PAGASI","STM",2,2,"S",36,3,"E",56630,0,"page24.tiff",-2.03333333333333,36.05,24,"bagasi see pagasi","stream","water"
"20455","BALA","STM",0,43,"S",34,23,"E",56620,0,"page25.tiff",-0.716666666666667,34.3833333333333,25,"bala","stream","water"
"20456","BALA","STM",0,54,"S",34,16,"E",56620,1,"page25.tiff",-0.9,34.2666666666667,25,"bala","stream","water"
"20457","BALONGELAK SEE IL BALAGELAK","STM",0,28,"N",36,59,"E",56630,0,"page25.tiff",0.466666666666667,36.9833333333333,25,"balongelak see il balagelak","stream","water"
"20458","BARAGOI","STM",1,41,"N",36,34,"E",56630,0,"page26.tiff",1.68333333333333,36.5666666666667,26,"baragoi","stream","water"
"20459","BARAWA","STM",1,21,"N",35,23,"E",56630,1,"page26.tiff",1.35,35.3833333333333,26,"barawa","stream","water"
"20460","BARBERESS","STM",0,29,"N",37,22,"E",56660,1,"page26.tiff",0.483333333333333,37.3666666666667,26,"barberess","stream","water"
"20461","BAREGEIYWET","STM",0,38,"S",35,5,"E",56630,1,"page26.tiff",-0.633333333333333,35.0833333333333,26,"baregeiywet","stream","water"
"20462","BARGERA SEE PERKERA","STM",0,28,"N",35,58,"E",56630,0,"page26.tiff",0.466666666666667,35.9666666666667,26,"bargera see perkera","stream","water"
"20463","BARGERA SEE TIGERI","STM",0,29,"N",36,4,"E",56630,0,"page26.tiff",0.483333333333333,36.0666666666667,26,"bargera see tigeri","stream","water"
"20464","BARGONI, MKONDO","STM",2,1,"S",40,49,"E",56680,1,"page27.tiff",-2.01666666666667,40.8166666666667,27,"bargoni, mkondo","stream","water"
"20465","BARGURET SEE BURGURET","STM",0,1,"S",36,56,"E",56600,0,"page27.tiff",-0.0166666666666667,36.9333333333333,27,"barguret see burguret","stream","water"
"20466","BAROGOIWET SEE BAREGEIYWET","STM",0,38,"S",35,5,"E",56630,0,"page27.tiff",-0.633333333333333,35.0833333333333,27,"barogoiwet see baregeiywet","stream","water"
"20467","BARSALINGA","STM",0,53,"N",37,8,"E",56630,1,"page27.tiff",0.883333333333333,37.1333333333333,27,"barsalinga","stream","water"
"20468","BARSALOI","STM",1,29,"N",36,59,"E",56630,1,"page27.tiff",1.48333333333333,36.9833333333333,27,"barsaloi","stream","water"
"20469","BARSULINGA SEE BARSALINGA","STM",0,53,"N",37,8,"E",56630,0,"page27.tiff",0.883333333333333,37.1333333333333,27,"barsulinga see barsalinga","stream","water"
"20470","BARTINARAU SEE ESOKOTA","STM",2,32,"S",36,56,"E",56630,0,"page27.tiff",-2.53333333333333,36.9333333333333,27,"bartinarau see esokota","stream","water"
"20471","BARTINARU SEE OLODO-ENTERIT","STM",2,16,"S",36,44,"E",56630,0,"page27.tiff",-2.26666666666667,36.7333333333333,27,"bartinaru see olodo-enterit","stream","water"
"20472","BARUA","STM",1,21,"N",35,23,"E",56630,1,"page27.tiff",1.35,35.3833333333333,27,"barua","stream","water"
"20473","BARUKU","STM",0,16,"S",36,14,"E",56620,1,"page27.tiff",-0.266666666666667,36.2333333333333,27,"baruku","stream","water"
"20474","BATANA, LAGA","STM",0,43,"N",37,55,"E",56660,1,"page28.tiff",0.716666666666667,37.9166666666667,28,"batana, laga","stream","water"
"20475","BEEMOI","STM",0,30,"N",35,47,"E",56630,1,"page28.tiff",0.5,35.7833333333333,28,"beemoi","stream","water"
"20476","BEGURO","STM",3,56,"S",39,37,"E",56680,1,"page28.tiff",-3.93333333333333,39.6166666666667,28,"beguro","stream","water"
"20477","BENANE","STM",0,30,"N",38,40,"E",56660,0,"page28.tiff",0.5,38.6666666666667,28,"benane","stream","water"
"20478","BERISHA, ENGARE SEE PIRISYA, ENGARE","STM",0,10,"S",36,52,"E",56640,0,"page29.tiff",-0.166666666666667,36.8666666666667,29,"berisha, engare see pirisya, engare","stream","water"
"20479","BIAZI","STM",0,35,"S",36,25,"E",56600,1,"page29.tiff",-0.583333333333333,36.4166666666667,29,"biazi","stream","water"
"20480","BIGURU SEE BEGURO","STM",3,56,"S",39,37,"E",56680,0,"page29.tiff",-3.93333333333333,39.6166666666667,29,"biguru see beguro","stream","water"
"20481","BILGIS","STM",0,25,"N",38,49,"E",56670,0,"page29.tiff",0.416666666666667,38.8166666666667,29,"bilgis","stream","water"
"20482","BIREI","STM",0,17,"N",35,5,"E",56630,0,"page29.tiff",0.283333333333333,35.0833333333333,29,"birei","stream","water"
"20483","BIRIBEI SEE BIRIRBEI","STM",0,16,"S",35,9,"E",56630,0,"page29.tiff",-0.266666666666667,35.15,29,"biribei see birirbei","stream","water"
"20484","BIRIJO SAMBAA","STM",0,51,"N",34,48,"E",56610,1,"page29.tiff",0.85,34.8,29,"birijo sambaa","stream","water"
"20485","BIRIRBEI","STM",0,16,"S",35,9,"E",56630,1,"page30.tiff",-0.266666666666667,35.15,30,"birirbei","stream","water"
"20486","BIRIRU","STM",0,54,"S",34,47,"E",56620,1,"page30.tiff",-0.9,34.7833333333333,30,"biriru","stream","water"
"20487","BIRUWA","STM",0,27,"N",37,5,"E",56630,1,"page30.tiff",0.45,37.0833333333333,30,"biruwa","stream","water"
"20488","BISIL SEE ILBISIL","STM",2,9,"S",36,52,"E",56630,0,"page30.tiff",-2.15,36.8666666666667,30,"bisil see ilbisil","stream","water"
"20489","BISSEL SEE ILBISIL","STM",2,9,"S",36,52,"E",56630,0,"page30.tiff",-2.15,36.8666666666667,30,"bissel see ilbisil","stream","water"
"20490","BISSOI","STM",0,8,"S",35,52,"E",56630,1,"page30.tiff",-0.133333333333333,35.8666666666667,30,"bissoi","stream","water"
"20491","BLAKEGUILI","STM",0,13,"N",35,29,"E",56630,1,"page30.tiff",0.216666666666667,35.4833333333333,30,"blakeguili","stream","water"
"20492","BLENJEKI","STM",1,3,"S",36,43,"E",56640,1,"page30.tiff",-1.05,36.7166666666667,30,"blenjeki","stream","water"
"20493","BLUE SHILME SEE BULE SHILME","STM",0,29,"N",37,44,"E",56660,0,"page30.tiff",0.483333333333333,37.7333333333333,30,"blue shilme see bule shilme","stream","water"
"20494","BOBOTI","STM",0,54,"S",36,59,"E",56640,1,"page30.tiff",-0.9,36.9833333333333,30,"boboti","stream","water"
"20495","BOGORIA","STM",0,26,"N",36,4,"E",56630,1,"page31.tiff",0.433333333333333,36.0666666666667,31,"bogoria","stream","water"
"20496","BOIJUKI SEE MBONJUKI","STM",0,52,"S",37,28,"E",56660,0,"page31.tiff",-0.866666666666667,37.4666666666667,31,"boijuki see mbonjuki","stream","water"
"20497","BOINONCHA","STM",1,11,"S",34,31,"E",56620,0,"page31.tiff",-1.18333333333333,34.5166666666667,31,"boinoncha","stream","water"
"20498","BOKALI SEE BOKOLI","STM",0,36,"N",34,41,"E",56610,0,"page31.tiff",0.6,34.6833333333333,31,"bokali see bokoli","stream","water"
"20499","BOKINI","STM",3,56,"S",39,37,"E",56680,1,"page31.tiff",-3.93333333333333,39.6166666666667,31,"bokini","stream","water"
"20500","BOKOLI","STM",0,36,"N",34,41,"E",56610,1,"page31.tiff",0.6,34.6833333333333,31,"bokoli","stream","water"
"20501","BOREGNWE SEE BAREGEIYWET","STM",0,38,"S",35,5,"E",56630,0,"page32.tiff",-0.633333333333333,35.0833333333333,32,"boregnwe see baregeiywet","stream","water"
"20502","BORO BORO","STM",3,23,"S",37,43,"E",56680,1,"page32.tiff",-3.38333333333333,37.7166666666667,32,"boro boro","stream","water"
"20503","BORROWET","STM",1,5,"S",35,8,"E",56630,1,"page32.tiff",-1.08333333333333,35.1333333333333,32,"borrowet","stream","water"
"20504","BOWA","STM",0,19,"N",38,30,"E",56660,0,"page32.tiff",0.316666666666667,38.5,32,"bowa","stream","water"
"20505","BOYO","STM",0,42,"S",37,6,"E",56640,1,"page32.tiff",-0.7,37.1,32,"boyo","stream","water"
"20506","BUARA SEE ASAWO","STM",0,18,"S",34,56,"E",56600,0,"page33.tiff",-0.3,34.9333333333333,33,"buara see asawo","stream","water"
"20507","BUFFALO CREEK","STM",1,5,"N",34,48,"E",56630,1,"page33.tiff",1.08333333333333,34.8,33,"buffalo creek","stream","water"
"20508","BUGICHI","STM",1,15,"S",36,43,"E",56640,1,"page33.tiff",-1.25,36.7166666666667,33,"bugichi","stream","water"
"20509","BUGURI","STM",1,16,"S",34,41,"E",56620,1,"page33.tiff",-1.26666666666667,34.6833333333333,33,"buguri","stream","water"
"20510","BULE SHILME","STM",0,29,"N",37,44,"E",56660,1,"page34.tiff",0.483333333333333,37.7333333333333,34,"bule shilme","stream","water"
"20511","BULFAJI, RIVER","STM",2,54,"S",39,35,"E",56680,0,"page34.tiff",-2.9,39.5833333333333,34,"bulfaji, river","stream","water"
"20512","BURA","STM",3,48,"S",38,25,"E",56680,1,"page35.tiff",-3.8,38.4166666666667,35,"bura","stream","water"
"20513","BURERE","STM",1,7,"S",34,35,"E",56620,1,"page36.tiff",-1.11666666666667,34.5833333333333,36,"burere","stream","water"
"20514","BURGURET","STM",0,1,"S",36,56,"E",56600,1,"page36.tiff",-0.0166666666666667,36.9333333333333,36,"burguret","stream","water"
"20515","BURI SEE MBURI","STM",0,32,"S",37,22,"E",56640,0,"page36.tiff",-0.533333333333333,37.3666666666667,36,"buri see mburi","stream","water"
"20516","BURONGAI","STM",0,7,"N",37,4,"E",56630,1,"page36.tiff",0.116666666666667,37.0666666666667,36,"burongai","stream","water"
"20517","BURUSUSWA","STM",0,57,"N",36,1,"E",56630,1,"page36.tiff",0.95,36.0166666666667,36,"burususwa","stream","water"
"20518","BUSIANI SEE ELOROSSONARAT","STM",2,13,"S",37,14,"E",56630,0,"page36.tiff",-2.21666666666667,37.2333333333333,36,"busiani see elorossonarat","stream","water"
"20519","BWA","STM",1,10,"S",34,31,"E",56620,1,"page37.tiff",-1.16666666666667,34.5166666666667,37,"bwa","stream","water"
"20520","CANIA SEE CHANIA","STM",0,27,"S",37,2,"E",56640,0,"page37.tiff",-0.45,37.0333333333333,37,"cania see chania","stream","water"
"20521","CHA SHIMBA","STM",4,5,"S",39,32,"E",56680,1,"page40.tiff",-4.08333333333333,39.5333333333333,40,"cha shimba","stream","water"
"20522","CHAIMU","STM",1,30,"S",37,34,"E",56660,1,"page38.tiff",-1.5,37.5666666666667,38,"chaimu","stream","water"
"20523","CHAINDIA","STM",1,59,"S",37,34,"E",56660,0,"page38.tiff",-1.98333333333333,37.5666666666667,38,"chaindia","stream","water"
"20524","CHAKATSU","STM",1,37,"S",37,30,"E",56660,1,"page38.tiff",-1.61666666666667,37.5,38,"chakatsu","stream","water"
"20525","CHAKOLI","STM",0,33,"N",34,10,"E",56610,1,"page38.tiff",0.55,34.1666666666667,38,"chakoli","stream","water"
"20526","CHALA","STM",3,45,"S",39,37,"E",56680,1,"page38.tiff",-3.75,39.6166666666667,38,"chala","stream","water"
"20527","CHALANI","STM",3,39,"S",39,41,"E",56680,1,"page38.tiff",-3.65,39.6833333333333,38,"chalani","stream","water"
"20528","CHALU SEE TSALU","STM",3,59,"S",39,39,"E",56680,0,"page39.tiff",-3.98333333333333,39.65,39,"chalu see tsalu","stream","water"
"20529","CHAMALI GOT","STM",0,45,"N",35,26,"E",56630,1,"page39.tiff",0.75,35.4333333333333,39,"chamali got","stream","water"
"20530","CHAMBOSIA","STM",1,43,"S",38,10,"E",56660,1,"page39.tiff",-1.71666666666667,38.1666666666667,39,"chambosia","stream","water"
"20531","CHAMBUSIA","STM",1,55,"S",38,11,"E",56660,1,"page39.tiff",-1.91666666666667,38.1833333333333,39,"chambusia","stream","water"
"20532","CHAMELA","STM",1,53,"S",37,31,"E",56660,1,"page39.tiff",-1.88333333333333,37.5166666666667,39,"chamela","stream","water"
"20533","CHAMKOMBE","STM",1,2,"S",34,28,"E",56620,1,"page39.tiff",-1.03333333333333,34.4666666666667,39,"chamkombe","stream","water"
"20534","CHANA SEE MWITA CHANA","STM",1,29,"S",37,53,"E",56660,0,"page39.tiff",-1.48333333333333,37.8833333333333,39,"chana see mwita chana","stream","water"
"20535","CHANGANA","STM",0,27,"S",35,16,"E",56630,1,"page39.tiff",-0.45,35.2666666666667,39,"changana","stream","water"
"20536","CHANIA","STM",0,8,"S",36,8,"E",56620,1,"page39.tiff",-0.133333333333333,36.1333333333333,39,"chania","stream","water"
"20537","CHANIA","STM",0,27,"S",37,2,"E",56640,1,"page39.tiff",-0.45,37.0333333333333,39,"chania","stream","water"
"20538","CHANIA","STM",1,38,"S",37,36,"E",56660,1,"page39.tiff",-1.63333333333333,37.6,39,"chania","stream","water"
"20539","CHANIA SEE CHANYA","STM",1,2,"S",37,4,"E",56640,0,"page39.tiff",-1.03333333333333,37.0666666666667,39,"chania see chanya","stream","water"
"20540","CHANYA","STM",1,2,"S",37,4,"E",56640,1,"page39.tiff",-1.03333333333333,37.0666666666667,39,"chanya","stream","water"
"20541","CHANYA SEE CHANIA","STM",0,27,"S",37,2,"E",56640,0,"page39.tiff",-0.45,37.0333333333333,39,"chanya see chania","stream","water"
"20542","CHANYIGI","STM",0,6,"S",38,51,"E",56680,0,"page39.tiff",-0.1,38.85,39,"chanyigi","stream","water"
"20543","CHAPULO","STM",1,0,"N",37,42,"E",56630,1,"page40.tiff",1,37.7,40,"chapulo","stream","water"
"20544","CHARACHANI","STM",0,32,"S",34,53,"E",56620,1,"page40.tiff",-0.533333333333333,34.8833333333333,40,"charachani","stream","water"
"20545","CHARAMA","STM",0,30,"N",35,29,"E",56630,1,"page40.tiff",0.5,35.4833333333333,40,"charama","stream","water"
"20546","CHARANGAI","STM",0,50,"N",35,25,"E",56630,1,"page40.tiff",0.833333333333333,35.4166666666667,40,"charangai","stream","water"
"20547","CHAWACHI","STM",0,21,"S",35,45,"E",56630,0,"page40.tiff",-0.35,35.75,40,"chawachi","stream","water"
"20548","CHEBAIYWA","STM",0,33,"N",34,46,"E",56610,0,"page40.tiff",0.55,34.7666666666667,40,"chebaiywa","stream","water"
"20549","CHEBARAN","STM",0,26,"N",35,59,"E",56630,1,"page40.tiff",0.433333333333333,35.9833333333333,40,"chebaran","stream","water"
"20550","CHEBEREN","STM",0,21,"N",35,53,"E",56630,1,"page40.tiff",0.35,35.8833333333333,40,"cheberen","stream","water"
"20551","CHEBEREN","STM",0,24,"N",35,46,"E",56630,1,"page40.tiff",0.4,35.7666666666667,40,"cheberen","stream","water"
"20552","CHEBERIBE SEE CHEBIRBE","STM",0,10,"N",35,6,"E",56630,0,"page40.tiff",0.166666666666667,35.1,40,"cheberibe see chebirbe","stream","water"
"20553","CHEBERKERIUNGO","STM",1,22,"N",35,19,"E",56630,1,"page40.tiff",1.36666666666667,35.3166666666667,40,"cheberkeriungo","stream","water"
"20554","CHEBIRBE","STM",0,10,"N",35,6,"E",56630,1,"page40.tiff",0.166666666666667,35.1,40,"chebirbe","stream","water"
"20555","CHEBIREBEI","STM",0,27,"N",36,11,"E",56630,1,"page41.tiff",0.45,36.1833333333333,41,"chebirebei","stream","water"
"20556","CHEBLINGWICH","STM",0,16,"N",35,3,"E",56630,1,"page41.tiff",0.266666666666667,35.05,41,"cheblingwich","stream","water"
"20557","CHEBO","STM",1,9,"N",35,9,"E",56630,1,"page41.tiff",1.15,35.15,41,"chebo","stream","water"
"20558","CHEBORANI","STM",0,44,"N",34,47,"E",56610,1,"page41.tiff",0.733333333333333,34.7833333333333,41,"cheborani","stream","water"
"20559","CHEBORGO","STM",0,27,"N",35,39,"E",56630,1,"page41.tiff",0.45,35.65,41,"cheborgo","stream","water"
"20560","CHEBORORWA","STM",0,52,"N",35,29,"E",56630,1,"page41.tiff",0.866666666666667,35.4833333333333,41,"chebororwa","stream","water"
"20561","CHEBORORWA","STM",0,57,"N",35,23,"E",56630,1,"page41.tiff",0.95,35.3833333333333,41,"chebororwa","stream","water"
"20562","CHEBOSERON","STM",0,23,"S",35,11,"E",56630,1,"page41.tiff",-0.383333333333333,35.1833333333333,41,"cheboseron","stream","water"
"20563","CHEBRUBEI","STM",1,11,"N",34,48,"E",56630,1,"page41.tiff",1.18333333333333,34.8,41,"chebrubei","stream","water"
"20564","CHEBUIN","STM",0,32,"S",35,50,"E",56630,1,"page41.tiff",-0.533333333333333,35.8333333333333,41,"chebuin","stream","water"
"20565","CHEBUMON","STM",0,58,"N",34,35,"E",56610,1,"page41.tiff",0.966666666666667,34.5833333333333,41,"chebumon","stream","water"
"20566","CHEBUSI","STM",0,45,"N",34,24,"E",56610,1,"page41.tiff",0.75,34.4,41,"chebusi","stream","water"
"20567","CHEHE","STM",0,26,"S",37,11,"E",56640,1,"page41.tiff",-0.433333333333333,37.1833333333333,41,"chehe","stream","water"
"20568","CHEKURI","STM",1,6,"N",34,44,"E",56630,1,"page41.tiff",1.1,34.7333333333333,41,"chekuri","stream","water"
"20569","CHELELAIBE","STM",1,6,"N",34,47,"E",56630,1,"page42.tiff",1.1,34.7833333333333,42,"chelelaibe","stream","water"
"20570","CHEMANANI","STM",0,48,"N",34,28,"E",56610,1,"page42.tiff",0.8,34.4666666666667,42,"chemanani","stream","water"
"20571","CHEMERI RIVER","STM",2,21,"N",35,11,"E",56630,0,"page42.tiff",2.35,35.1833333333333,42,"chemeri river","stream","water"
"20572","CHEMEROI","STM",1,36,"N",35,11,"E",56630,2,"page42.tiff",1.6,35.1833333333333,42,"chemeroi","stream","water"
"20573","CHEMITEI","STM",1,3,"N",34,38,"E",56610,1,"page42.tiff",1.05,34.6333333333333,42,"chemitei","stream","water"
"20574","CHEMOGO","STM",0,31,"S",35,12,"E",56630,1,"page42.tiff",-0.516666666666667,35.2,42,"chemogo","stream","water"
"20575","CHEMOGUT","STM",0,29,"N",35,54,"E",56630,1,"page42.tiff",0.483333333333333,35.9,42,"chemogut","stream","water"
"20576","CHEMONGESS","STM",1,36,"N",35,18,"E",56630,2,"page42.tiff",1.6,35.3,42,"chemongess","stream","water"
"20577","CHEMONGO","STM",0,7,"N",34,51,"E",56600,1,"page42.tiff",0.116666666666667,34.85,42,"chemongo","stream","water"
"20578","CHEMOSIT","STM",0,29,"S",35,13,"E",56630,1,"page42.tiff",-0.483333333333333,35.2166666666667,42,"chemosit","stream","water"
"20579","CHEMOSIT","STM",0,31,"S",35,11,"E",56630,1,"page43.tiff",-0.516666666666667,35.1833333333333,43,"chemosit","stream","water"
"20580","CHEMOSUSU","STM",0,22,"N",35,41,"E",56630,1,"page43.tiff",0.366666666666667,35.6833333333333,43,"chemosusu","stream","water"
"20581","CHEPARERIA","STM",1,21,"N",35,12,"E",56630,1,"page43.tiff",1.35,35.2,43,"chepareria","stream","water"
"20582","CHEPAWAN","STM",1,37,"N",35,21,"E",56630,2,"page43.tiff",1.61666666666667,35.35,43,"chepawan","stream","water"
"20583","CHEPCHOINA","STM",1,11,"N",34,48,"E",56630,1,"page43.tiff",1.18333333333333,34.8,43,"chepchoina","stream","water"
"20584","CHEPERELWE","STM",1,5,"N",34,50,"E",56630,1,"page43.tiff",1.08333333333333,34.8333333333333,43,"cheperelwe","stream","water"
"20585","CHEPIKELWE","STM",1,2,"N",34,51,"E",56630,1,"page43.tiff",1.03333333333333,34.85,43,"chepikelwe","stream","water"
"20586","CHEPKIMON","STM",0,55,"N",34,51,"E",56610,1,"page43.tiff",0.916666666666667,34.85,43,"chepkimon","stream","water"
"20587","CHEPKOBEH","STM",1,28,"N",35,13,"E",56630,1,"page43.tiff",1.46666666666667,35.2166666666667,43,"chepkobeh","stream","water"
"20588","CHEPKOISI","STM",0,29,"S",35,11,"E",56630,1,"page43.tiff",-0.483333333333333,35.1833333333333,43,"chepkoisi","stream","water"
"20589","CHEPKOISI","STM",0,33,"S",35,14,"E",56630,1,"page44.tiff",-0.55,35.2333333333333,44,"chepkoisi","stream","water"
"20590","CHEPKONDOL","STM",1,41,"N",35,26,"E",56630,2,"page44.tiff",1.68333333333333,35.4333333333333,44,"chepkondol","stream","water"
"20591","CHEPKOSITONIK","STM",0,44,"S",35,22,"E",56630,1,"page44.tiff",-0.733333333333333,35.3666666666667,44,"chepkositonik","stream","water"
"20592","CHEPKURWO","STM",0,30,"N",35,47,"E",56630,1,"page44.tiff",0.5,35.7833333333333,44,"chepkurwo","stream","water"
"20593","CHEPLELAIBEI","STM",0,34,"N",35,1,"E",56630,1,"page44.tiff",0.566666666666667,35.0166666666667,44,"cheplelaibei","stream","water"
"20594","CHEPLELEVI SEE CHEPLELAIBEI","STM",0,34,"N",35,1,"E",56630,0,"page44.tiff",0.566666666666667,35.0166666666667,44,"cheplelevi see cheplelaibei","stream","water"
"20595","CHEPOINI","STM",1,34,"N",35,15,"E",56630,2,"page44.tiff",1.56666666666667,35.25,44,"chepoini","stream","water"
"20596","CHEPRUBE","STM",1,12,"N",34,44,"E",56630,1,"page44.tiff",1.2,34.7333333333333,44,"cheprube","stream","water"
"20597","CHEPSAMO","STM",0,24,"N",35,34,"E",56630,1,"page44.tiff",0.4,35.5666666666667,44,"chepsamo","stream","water"
"20598","CHEPTABES SEE CHEPTEBES","STM",0,29,"S",35,13,"E",56630,0,"page44.tiff",-0.483333333333333,35.2166666666667,44,"cheptabes see cheptebes","stream","water"
"20599","CHEPTAK","STM",0,26,"N",35,38,"E",56630,1,"page44.tiff",0.433333333333333,35.6333333333333,44,"cheptak","stream","water"
"20600","CHEPTANDAN RIVER","STM",2,19,"N",35,5,"E",56630,0,"page45.tiff",2.31666666666667,35.0833333333333,45,"cheptandan river","stream","water"
"20601","CHEPTANGULGE","STM",0,52,"S",35,25,"E",56630,1,"page45.tiff",-0.866666666666667,35.4166666666667,45,"cheptangulge","stream","water"
