"","LocationName","LocationType","LatitudeDegrees","LatitudeMinutes","LatitudeDirection","LongitudeDegrees","LongitudeMinutes","LongitudeDirection","LocationCode","MapCode","FileName","latitude","longitude","FileName_num","LocationName_clean","LocationType_txt","LocationType_category"
"1","CHEBUAN PLAINS SEE CHEBIWON PLAINS"," PLN",0,8,"N",35,59,"E",56630,0,"page41.tiff",0.133333333333333,35.9833333333333,41,"chebuan plains see chebiwon plains"," PLN"," PLN"
"2","ELGEYO VALLEY SEE KEIYO VALLEY"," VAL",0,45,"N",35,35,"E",56630,0,"page60.tiff",0.75,35.5833333333333,60,"elgeyo valley see keiyo valley"," VAL"," VAL"
"3","GAT EGI SUB-LOCATION","ADM",0,45,"S",37,30,"E",56660,1,"page74.tiff",-0.75,37.5,74,"gat egi sub-location","ADM",""
"4"," GATHAITE SUB-LOCATION","ADMD",0,57,"S",36,51,"E",56640,1,"page74.tiff",-0.95,36.85,74," gathaite sub-location","administrative division","political"
"5","ABOM SUB-LOCATION","ADMD",0,4,"S",34,20,"E",56620,0,"page15.tiff",-0.0666666666666667,34.3333333333333,15,"abom sub-location","administrative division","political"
"6","ABOSI SUB-LOCATION","ADMD",0,54,"S",35,4,"E",56630,0,"page15.tiff",-0.9,35.0666666666667,15,"abosi sub-location","administrative division","political"
"7","AGORO SUB-LOCATION","ADMD",0,4,"N",34,20,"E",56620,0,"page16.tiff",0.0666666666666667,34.3333333333333,16,"agoro sub-location","administrative division","political"
"8","AGORO SUB-LOCATION","ADMD",0,16,"S",34,59,"E",56620,0,"page16.tiff",-0.266666666666667,34.9833333333333,16,"agoro sub-location","administrative division","political"
"9","AGUTHI LOCATION","ADMD",0,30,"S",37,0,"E",56640,1,"page16.tiff",-0.5,37,16,"aguthi location","administrative division","political"
"10","AINABKOI SUB-LOCATION","ADMD",0,28,"S",35,11,"E",56630,0,"page17.tiff",-0.466666666666667,35.1833333333333,17,"ainabkoi sub-location","administrative division","political"
"11","AJIGO SUB-LOCATION","ADMD",0,5,"S",34,18,"E",56620,0,"page17.tiff",-0.0833333333333333,34.3,17,"ajigo sub-location","administrative division","political"
"12","AKACHIO LOCATION","ADMD",0,7,"N",38,0,"E",56660,1,"page17.tiff",0.116666666666667,38,17,"akachio location","administrative division","political"
"13","AKIRANGONDU SUB-LOCATION","ADMD",0,20,"N",37,54,"E",56660,1,"page17.tiff",0.333333333333333,37.9,17,"akirangondu sub-location","administrative division","political"
"14","AKIRIAMET SUB-LOCATION","ADMD",1,22,"N",35,46,"E",56630,0,"page18.tiff",1.36666666666667,35.7666666666667,18,"akiriamet sub-location","administrative division","political"
"15","AKITHEO SUB-LOCATION","ADMD",0,9,"N",37,48,"E",56660,1,"page18.tiff",0.15,37.8,18,"akitheo sub-location","administrative division","political"
"16","AKITHII LOCATION","ADMD",0,10,"N",37,48,"E",56660,1,"page18.tiff",0.166666666666667,37.8,18,"akithii location","administrative division","political"
"17","AKITHII SUB-LOCATION","ADMD",0,12,"N",37,46,"E",56660,1,"page18.tiff",0.2,37.7666666666667,18,"akithii sub-location","administrative division","political"
"18","AKORET SUB-LOCATION","ADMD",1,23,"N",36,1,"E",56630,0,"page18.tiff",1.38333333333333,36.0166666666667,18,"akoret sub-location","administrative division","political"
"19","AKOROYAN SUB-LOCATION","ADMD",0,38,"N",35,59,"E",56630,0,"page18.tiff",0.633333333333333,35.9833333333333,18,"akoroyan sub-location","administrative division","political"
"20","ALENI SUB-LOCATION","ADMD",4,34,"S",39,18,"E",56680,1,"page18.tiff",-4.56666666666667,39.3,18,"aleni sub-location","administrative division","political"
"21","ALETETE SUB-LOCATION","ADMD",3,10,"S",39,58,"E",56680,1,"page18.tiff",-3.16666666666667,39.9666666666667,18,"aletete sub-location","administrative division","political"
"22","ALLENI SEE ALENI SUB-LOCATION","ADMD",4,34,"S",39,18,"E",56680,0,"page19.tiff",-4.56666666666667,39.3,19,"alleni see aleni sub-location","administrative division","political"
"23","ALUNGO SUB-LOCATION","ADMD",0,10,"S",34,29,"E",56620,0,"page19.tiff",-0.166666666666667,34.4833333333333,19,"alungo sub-location","administrative division","political"
"24","AMBIRA SUB-LOCATION","ADMD",0,10,"N",34,16,"E",56620,0,"page19.tiff",0.166666666666667,34.2666666666667,19,"ambira sub-location","administrative division","political"
"25","AMUKURA SUB-LOCATION","ADMD",0,36,"N",34,16,"E",56610,0,"page19.tiff",0.6,34.2666666666667,19,"amukura sub-location","administrative division","political"
"26","AMUNGENTI SUB-LOCATION","ADMD",0,11,"N",37,58,"E",56660,1,"page20.tiff",0.183333333333333,37.9666666666667,20,"amungenti sub-location","administrative division","political"
"27","AMWAATHI SUB-LOCATION","ADMD",0,27,"N",37,59,"E",56660,1,"page20.tiff",0.45,37.9833333333333,20,"amwaathi sub-location","administrative division","political"
"28","ANGOGA SUB-LOCATION","ADMD",0,8,"S",34,29,"E",56620,0,"page20.tiff",-0.133333333333333,34.4833333333333,20,"angoga sub-location","administrative division","political"
"29","ANGOROM SUB-LOCATION","ADMD",0,29,"N",34,8,"E",56610,1,"page20.tiff",0.483333333333333,34.1333333333333,20,"angorom sub-location","administrative division","political"
"30","ANGOROMO SEE ANGOROM SUB-LOCATION","ADMD",0,29,"N",34,8,"E",56610,0,"page20.tiff",0.483333333333333,34.1333333333333,20,"angoromo see angorom sub-location","administrative division","political"
"31","ANGURIA SUB-LOCATION","ADMD",0,42,"N",34,19,"E",56610,0,"page20.tiff",0.7,34.3166666666667,20,"anguria sub-location","administrative division","political"
"32","ANKAMIA SUB-LOCATION","ADMD",0,8,"N",37,52,"E",56660,1,"page21.tiff",0.133333333333333,37.8666666666667,21,"ankamia sub-location","administrative division","political"
"33","ANTUAMBUI SUB-LOCATION","ADMD",0,4,"N",37,50,"E",56660,1,"page21.tiff",0.0666666666666667,37.8333333333333,21,"antuambui sub-location","administrative division","political"
"34","ANTUAMBURI SUB-LOCATION","ADMD",0,22,"N",37,55,"E",56660,1,"page21.tiff",0.366666666666667,37.9166666666667,21,"antuamburi sub-location","administrative division","political"
"35","ANTUBETWE KIONGO SUB-LOCATION","ADMD",0,16,"N",37,59,"E",56660,1,"page21.tiff",0.266666666666667,37.9833333333333,21,"antubetwe kiongo sub-location","administrative division","political"
"36","ANTUBETWE NJOONE SUB-LOCATION","ADMD",0,14,"N",37,58,"E",56660,1,"page21.tiff",0.233333333333333,37.9666666666667,21,"antubetwe njoone sub-location","administrative division","political"
"37","ANTUBUCHIO SUB-LOCATION","ADMD",0,13,"N",37,57,"E",56660,1,"page21.tiff",0.216666666666667,37.95,21,"antubuchio sub-location","administrative division","political"
"38","ANYIKO SUB-LOCATION","ADMD",0,7,"N",34,31,"E",56610,0,"page21.tiff",0.116666666666667,34.5166666666667,21,"anyiko sub-location","administrative division","political"
"39","ANYIKO SUB-LOCATION","ADMD",0,13,"N",34,15,"E",56620,0,"page21.tiff",0.216666666666667,34.25,21,"anyiko sub-location","administrative division","political"
"40","APOKOR SUB-LOCATION","ADMD",0,31,"N",34,14,"E",56610,1,"page21.tiff",0.516666666666667,34.2333333333333,21,"apokor sub-location","administrative division","political"
"41","ASANGO SUB-LOCATION","ADMD",0,14,"N",34,20,"E",56620,0,"page22.tiff",0.233333333333333,34.3333333333333,22,"asango sub-location","administrative division","political"
"42","ASAYI SUB-LOCATION","ADMD",0,6,"N",34,23,"E",56620,0,"page22.tiff",0.1,34.3833333333333,22,"asayi sub-location","administrative division","political"
"43","ASEMBO LOCATION","ADMD",0,8,"S",34,22,"E",56620,1,"page22.tiff",-0.133333333333333,34.3666666666667,22,"asembo location","administrative division","political"
"44","ASINGE SUB-LOCATION","ADMD",0,35,"N",34,10,"E",56610,1,"page23.tiff",0.583333333333333,34.1666666666667,23,"asinge sub-location","administrative division","political"
"45","ATEBWO SUB-LOCATION","ADMD",0,51,"S",35,28,"E",56630,1,"page23.tiff",-0.85,35.4666666666667,23,"atebwo sub-location","administrative division","political"
"46","ATHANJA SUB-LOCATION","ADMD",0,12,"N",37,48,"E",56660,1,"page23.tiff",0.2,37.8,23,"athanja sub-location","administrative division","political"
"47","ATHERU RUUJINE SUB-LOCATION","ADMD",0,18,"N",37,58,"E",56660,1,"page23.tiff",0.3,37.9666666666667,23,"atheru ruujine sub-location","administrative division","political"
"48","ATHING'A SUB-LOCATION","ADMD",0,11,"N",37,48,"E",56660,1,"page23.tiff",0.183333333333333,37.8,23,"athing'a sub-location","administrative division","political"
"49","ATHWANA SUB-LOCATION","ADMD",0,6,"N",37,51,"E",56660,1,"page23.tiff",0.1,37.85,23,"athwana sub-location","administrative division","political"
"50","ATIAR SUB-LOCATION","ADMD",0,52,"N",35,40,"E",56630,0,"page23.tiff",0.866666666666667,35.6666666666667,23,"atiar sub-location","administrative division","political"
"51","AUKI SUB-LOCATION","ADMD",0,12,"N",37,55,"E",56660,1,"page23.tiff",0.2,37.9166666666667,23,"auki sub-location","administrative division","political"
"52","BADONGO SUB-LOCATION","ADMD",0,15,"N",34,2,"E",56610,0,"page24.tiff",0.25,34.0333333333333,24,"badongo sub-location","administrative division","political"
"53","BAMBA LOCATION","ADMD",3,30,"S",39,15,"E",56680,1,"page25.tiff",-3.5,39.25,25,"bamba location","administrative division","political"
"54","BAMBA SUB-LOCATION","ADMD",3,31,"S",39,26,"E",56680,1,"page25.tiff",-3.51666666666667,39.4333333333333,25,"bamba sub-location","administrative division","political"
"55","BANDATSAHA SUB-LOCATION","ADMD",4,28,"S",39,2,"E",56680,1,"page25.tiff",-4.46666666666667,39.0333333333333,25,"bandatsaha sub-location","administrative division","political"
"56","BANGA SUB-LOCATION","ADMD",4,6,"S",39,14,"E",56680,1,"page26.tiff",-4.1,39.2333333333333,26,"banga sub-location","administrative division","political"
"57","BANJA SUB-LOCATION","ADMD",0,2,"N",34,49,"E",56610,0,"page26.tiff",0.0333333333333333,34.8166666666667,26,"banja sub-location","administrative division","political"
"58","BAOFU SUB-LOCATION","ADMD",0,2,"N",34,2,"E",56610,0,"page26.tiff",0.0333333333333333,34.0333333333333,26,"baofu sub-location","administrative division","political"
"59","BAR DARE SUB-LOCATION","ADMD",0,0,"",34,32,"E",56620,0,"page26.tiff",0,34.5333333333333,26,"bar dare sub-location","administrative division","political"
"60","BAR SUB-LOCATION","ADMD",0,2,"N",34,18,"E",56620,0,"page27.tiff",0.0333333333333333,34.3,27,"bar sub-location","administrative division","political"
"61","BARAGU? SEE BARAGWI LOCATION","ADMD",0,30,"S",37,20,"E",56640,0,"page26.tiff",-0.5,37.3333333333333,26,"baragu? see baragwi location","administrative division","political"
"62","BARAGWI LOCATION","ADMD",0,30,"S",37,20,"E",56640,1,"page26.tiff",-0.5,37.3333333333333,26,"baragwi location","administrative division","political"
"63","BARDING SUB-LOCATION","ADMD",0,2,"S",34,15,"E",56620,0,"page26.tiff",-0.0333333333333333,34.25,26,"barding sub-location","administrative division","political"
"64","BARICHO LOCATION","ADMD",3,0,"S",39,45,"E",56680,1,"page27.tiff",-3,39.75,27,"baricho location","administrative division","political"
"65","BARICHO SEE BARISHO SUB-LOCATION","ADMD",0,30,"S",37,7,"E",56640,0,"page27.tiff",-0.5,37.1166666666667,27,"baricho see barisho sub-location","administrative division","political"
"66","BARICHO SUB-LOCATION","ADMD",0,29,"S",37,7,"E",56640,1,"page27.tiff",-0.483333333333333,37.1166666666667,27,"baricho sub-location","administrative division","political"
"67","BARICHO SUB-LOCATION","ADMD",0,30,"S",37,7,"E",56640,1,"page27.tiff",-0.5,37.1166666666667,27,"baricho sub-location","administrative division","political"
"68","BARINGO DISTRICT","ADMD",0,40,"N",36,0,"E",56630,0,"page27.tiff",0.666666666666667,36,27,"baringo district","administrative division","political"
"69","BARISHO SUB-LOCATION","ADMD",3,6,"S",39,47,"E",56680,1,"page27.tiff",-3.1,39.7833333333333,27,"barisho sub-location","administrative division","political"
"70","BARKETIEU SUB-LOCATION","ADMD",0,48,"N",35,53,"E",56630,0,"page27.tiff",0.8,35.8833333333333,27,"barketieu sub-location","administrative division","political"
"71","BARKOWINO SUB-LOCATION","ADMD",0,8,"S",34,14,"E",56620,0,"page27.tiff",-0.133333333333333,34.2333333333333,27,"barkowino sub-location","administrative division","political"
"72","BARTOLIMO SUB-LOCATION","ADMD",0,41,"N",35,51,"E",56630,0,"page27.tiff",0.683333333333333,35.85,27,"bartolimo sub-location","administrative division","political"
"73","BARUA SUB-LOCATION","ADMD",1,20,"N",35,23,"E",56630,1,"page27.tiff",1.33333333333333,35.3833333333333,27,"barua sub-location","administrative division","political"
"74","BASSI SEE BOBASI LOCATION","ADMD",0,50,"S",34,48,"E",56620,0,"page28.tiff",-0.833333333333333,34.8,28,"bassi see bobasi location","administrative division","political"
"75","BATABONA SUB-LOCATION","ADMD",0,10,"N",34,4,"E",56610,0,"page28.tiff",0.166666666666667,34.0666666666667,28,"batabona sub-location","administrative division","political"
"76","BATANI SUB-LOCATION","ADMD",3,54,"S",39,36,"E",56680,1,"page28.tiff",-3.9,39.6,28,"batani sub-location","administrative division","political"
"77","BATE SUB-LOCATION","ADMD",3,7,"S",39,58,"E",56680,1,"page28.tiff",-3.11666666666667,39.9666666666667,28,"bate sub-location","administrative division","political"
"78","BATE SUB-LOCATION","ADMD",3,11,"S",39,56,"E",56680,1,"page28.tiff",-3.18333333333333,39.9333333333333,28,"bate sub-location","administrative division","political"
"79","BATEI LOCATION","ADMD",1,25,"N",35,20,"E",56630,1,"page28.tiff",1.41666666666667,35.3333333333333,28,"batei location","administrative division","political"
"80","BEDZOMBO SUB-LOCATION","ADMD",3,42,"S",39,46,"E",56680,1,"page28.tiff",-3.7,39.7666666666667,28,"bedzombo sub-location","administrative division","political"
"81","BEKIBON SUB-LOCATION","ADMD",0,20,"N",35,53,"E",56630,1,"page28.tiff",0.333333333333333,35.8833333333333,28,"bekibon sub-location","administrative division","political"
"82","BELGUT NUMBER ONE LOCATION","ADMD",0,20,"S",35,10,"E",56630,1,"page28.tiff",-0.333333333333333,35.1666666666667,28,"belgut number one location","administrative division","political"
"83","BEMBIAT SUB-LOCATION","ADMD",0,57,"S",35,21,"E",56630,1,"page28.tiff",-0.95,35.35,28,"bembiat sub-location","administrative division","political"
"84","BENDERANI SECTION","ADMD",2,7,"S",40,10,"E",56680,1,"page28.tiff",-2.11666666666667,40.1666666666667,28,"benderani section","administrative division","political"
"85","BIBERIONI SUB-LOCATION","ADMD",1,5,"S",36,37,"E",56640,1,"page29.tiff",-1.08333333333333,36.6166666666667,29,"biberioni sub-location","administrative division","political"
"86","BIRIKANI SUB-LOCATION","ADMD",3,51,"S",39,20,"E",56680,1,"page29.tiff",-3.85,39.3333333333333,29,"birikani sub-location","administrative division","political"
"87","BIRINI SUB-LOCATION","ADMD",3,47,"S",39,37,"E",56680,0,"page30.tiff",-3.78333333333333,39.6166666666667,30,"birini sub-location","administrative division","political"
"88","BIZOMBO SUB-LOCATION SEE BEDZOMBO SUB-LOCATION","ADMD",3,42,"S",39,46,"E",56680,0,"page30.tiff",-3.7,39.7666666666667,30,"bizombo sub-location see bedzombo sub-location","administrative division","political"
"89","BOBASI LOCATION","ADMD",0,50,"S",34,48,"E",56620,1,"page30.tiff",-0.833333333333333,34.8,30,"bobasi location","administrative division","political"
"90","BODO SUB-LOCATION","ADMD",4,33,"S",39,24,"E",56680,1,"page30.tiff",-4.55,39.4,30,"bodo sub-location","administrative division","political"
"91","BOFU SUB-LOCATION","ADMD",3,58,"S",39,26,"E",56680,1,"page30.tiff",-3.96666666666667,39.4333333333333,30,"bofu sub-location","administrative division","political"
"92","BOGIRANGO ROGORO LOCATION","ADMD",0,33,"S",35,57,"E",56620,0,"page30.tiff",-0.55,35.95,30,"bogirango rogoro location","administrative division","political"
"93","BOGITUTU LOCATION","ADMD",0,38,"S",34,50,"E",56620,0,"page31.tiff",-0.633333333333333,34.8333333333333,31,"bogitutu location","administrative division","political"
"94","BOITO SUB-LOCATION","ADMD",0,42,"S",35,17,"E",56630,0,"page31.tiff",-0.7,35.2833333333333,31,"boito sub-location","administrative division","political"
"95","BOKOLI LOCATION","ADMD",0,42,"N",34,41,"E",56610,0,"page31.tiff",0.7,34.6833333333333,31,"bokoli location","administrative division","political"
"96","BOKOLI SUB-LOCATION","ADMD",0,41,"N",34,40,"E",56610,0,"page31.tiff",0.683333333333333,34.6666666666667,31,"bokoli sub-location","administrative division","political"
"97","BOMA UPANDE LOCATION","ADMD",3,4,"S",40,7,"E",56680,1,"page31.tiff",-3.06666666666667,40.1166666666667,31,"boma upande location","administrative division","political"
"98","BOMACHOGE LOCATION","ADMD",0,53,"S",34,43,"E",56620,1,"page31.tiff",-0.883333333333333,34.7166666666667,31,"bomachoge location","administrative division","political"
"99","BOMANI SUB-LOCATION","ADMD",3,20,"S",39,42,"E",56680,1,"page31.tiff",-3.33333333333333,39.7,31,"bomani sub-location","administrative division","political"
"100","BOMANI SUB-LOCATION","ADMD",3,52,"S",39,45,"E",56680,1,"page31.tiff",-3.86666666666667,39.75,31,"bomani sub-location","administrative division","political"
"101","BOMANI SUB-LOCATION","ADMD",3,54,"S",39,10,"E",56680,1,"page31.tiff",-3.9,39.1666666666667,31,"bomani sub-location","administrative division","political"
"102","BOMANI SUB-LOCATION","ADMD",4,28,"S",39,28,"E",56680,1,"page31.tiff",-4.46666666666667,39.4666666666667,31,"bomani sub-location","administrative division","political"
"103","BOMBO SUB-LOCATION","ADMD",4,8,"S",39,36,"E",56680,1,"page31.tiff",-4.13333333333333,39.6,31,"bombo sub-location","administrative division","political"
"104","BONCHARI SEE WANJARE LOCATION","ADMD",0,40,"S",34,42,"E",56620,0,"page31.tiff",-0.666666666666667,34.7,31,"bonchari see wanjare location","administrative division","political"
"105","BONDENI LOCATION","ADMD",0,18,"S",36,5,"E",56630,1,"page31.tiff",-0.3,36.0833333333333,31,"bondeni location","administrative division","political"
"106","BORDER SUB-LOCATION","ADMD",0,12,"S",35,3,"E",56620,0,"page32.tiff",-0.2,35.05,32,"border sub-location","administrative division","political"
"107","BORE KOROMI SUB-LOCATION","ADMD",3,6,"S",39,54,"E",56680,1,"page32.tiff",-3.1,39.9,32,"bore koromi sub-location","administrative division","political"
"108","BORE TAURA SUB-LOCATION","ADMD",3,4,"S",39,57,"E",56680,1,"page32.tiff",-3.06666666666667,39.95,32,"bore taura sub-location","administrative division","political"
"109","BORIBORWET SUB-LOCATION","ADMD",0,21,"S",35,12,"E",56630,0,"page32.tiff",-0.35,35.2,32,"boriborwet sub-location","administrative division","political"
"110","BOSEI SUB-LOCATION","ADMD",0,41,"N",35,45,"E",56630,0,"page32.tiff",0.683333333333333,35.75,32,"bosei sub-location","administrative division","political"
"111","BOYANI SUB-LOCATION","ADMD",2,57,"S",40,7,"E",56680,1,"page32.tiff",-2.95,40.1166666666667,32,"boyani sub-location","administrative division","political"
"112","BUCHENGE SUB-LOCATION","ADMD",0,17,"S",35,21,"E",56630,0,"page33.tiff",-0.283333333333333,35.35,33,"buchenge sub-location","administrative division","political"
"113","BUCHENYA SUB-LOCATION","ADMD",0,13,"N",34,31,"E",56610,0,"page33.tiff",0.216666666666667,34.5166666666667,33,"buchenya sub-location","administrative division","political"
"114","BUCHIFU SUB-LOCATION","ADMD",0,17,"N",34,27,"E",56610,0,"page33.tiff",0.283333333333333,34.45,33,"buchifu sub-location","administrative division","political"
"115","BUDONGA SUB-LOCATION","ADMD",0,23,"N",34,37,"E",56610,0,"page33.tiff",0.383333333333333,34.6166666666667,33,"budonga sub-location","administrative division","political"
"116","BUGAR SUB-LOCATION","ADMD",0,45,"N",35,30,"E",56630,0,"page33.tiff",0.75,35.5,33,"bugar sub-location","administrative division","political"
"117","BUGINA SUB-LOCATION","ADMD",0,8,"N",34,46,"E",56610,0,"page33.tiff",0.133333333333333,34.7666666666667,33,"bugina sub-location","administrative division","political"
"118","BUGONDA SUB-LOCATION","ADMD",0,4,"N",34,40,"E",56610,0,"page33.tiff",0.0666666666666667,34.6666666666667,33,"bugonda sub-location","administrative division","political"
"119","BUHOLO LOCATION","ADMD",0,13,"N",34,21,"E",56620,1,"page33.tiff",0.216666666666667,34.35,33,"buholo location","administrative division","political"
"120","BUJUMBA SUB-LOCATION","ADMD",0,19,"N",34,12,"E",56610,0,"page33.tiff",0.316666666666667,34.2,33,"bujumba sub-location","administrative division","political"
"121","BUJWANG' A SUB-LOCATION","ADMD",0,12,"N",34,0,"E",56610,0,"page33.tiff",0.2,34,33,"bujwang' a sub-location","administrative division","political"
"122","BUKAIYA SUB-LOCATION","ADMD",0,15,"N",34,24,"E",56620,0,"page33.tiff",0.25,34.4,33,"bukaiya sub-location","administrative division","political"
"123","BUKANGALA A SUB-LOCATION","ADMD",0,20,"N",34,7,"E",56610,0,"page33.tiff",0.333333333333333,34.1166666666667,33,"bukangala a sub-location","administrative division","political"
"124","BUKANGALA B SUB-LOCATION","ADMD",0,19,"N",34,6,"E",56610,0,"page33.tiff",0.316666666666667,34.1,33,"bukangala b sub-location","administrative division","political"
"125","BUKAYO SEE BUKHAYO LOCATION","ADMD",0,28,"N",34,15,"E",56610,0,"page33.tiff",0.466666666666667,34.25,33,"bukayo see bukhayo location","administrative division","political"
"126","BUKHALALIRE-BUKHUMA SUB-LOCATION","ADMD",0,19,"N",34,15,"E",56610,0,"page33.tiff",0.316666666666667,34.25,33,"bukhalalire-bukhuma sub-location","administrative division","political"
"127","BUKHAYO LOCATION","ADMD",0,28,"N",34,15,"E",56610,1,"page33.tiff",0.466666666666667,34.25,33,"bukhayo location","administrative division","political"
"128","BUKHAYO SUB-LOCATION","ADMD",0,30,"N",34,15,"E",56610,1,"page33.tiff",0.5,34.25,33,"bukhayo sub-location","administrative division","political"
"129","BUKHUMA SUB-LOCATION","ADMD",0,19,"N",34,17,"E",56610,0,"page34.tiff",0.316666666666667,34.2833333333333,34,"bukhuma sub-location","administrative division","political"
"130","BUKOMA SUB-LOCATION","ADMD",0,5,"N",33,57,"E",56610,0,"page34.tiff",0.0833333333333333,33.95,34,"bukoma sub-location","administrative division","political"
"131","BUKURA SUB-LOCATION","ADMD",0,15,"N",34,36,"E",56610,0,"page34.tiff",0.25,34.6,34,"bukura sub-location","administrative division","political"
"132","BUKURI SUB-LOCATION","ADMD",0,12,"N",34,3,"E",56610,0,"page34.tiff",0.2,34.05,34,"bukuri sub-location","administrative division","political"
"133","BUKURIA LOCATION","ADMD",1,12,"S",34,35,"E",56620,0,"page34.tiff",-1.2,34.5833333333333,34,"bukuria location","administrative division","political"
"134","BUKURIA LOCATION","ADMD",1,15,"S",34,33,"E",56620,1,"page34.tiff",-1.25,34.55,34,"bukuria location","administrative division","political"
"135","BULEMIA SUB-LOCATION","ADMD",0,8,"N",34,1,"E",56610,0,"page34.tiff",0.133333333333333,34.0166666666667,34,"bulemia sub-location","administrative division","political"
"136","BUMALA SUB-LOCATION","ADMD",0,17,"N",34,12,"E",56610,0,"page35.tiff",0.283333333333333,34.2,35,"bumala sub-location","administrative division","political"
"137","BUMASERO SUB-LOCATION","ADMD",0,8,"N",34,43,"E",56610,0,"page35.tiff",0.133333333333333,34.7166666666667,35,"bumasero sub-location","administrative division","political"
"138","BUMBANI SUB-LOCATION","ADMD",4,27,"S",39,18,"E",56680,1,"page35.tiff",-4.45,39.3,35,"bumbani sub-location","administrative division","political"
"139","BUMBO SUB-LOCATION","ADMD",0,13,"N",34,50,"E",56610,0,"page35.tiff",0.216666666666667,34.8333333333333,35,"bumbo sub-location","administrative division","political"
"140","BUNGALE SUB-LOCATION","ADMD",3,5,"S",39,49,"E",56680,1,"page35.tiff",-3.08333333333333,39.8166666666667,35,"bungale sub-location","administrative division","political"
"141","BUNGASIA SUB-LOCATION","ADMD",0,12,"N",34,23,"E",56620,0,"page35.tiff",0.2,34.3833333333333,35,"bungasia sub-location","administrative division","political"
"142","BUNGOMA DISTRICT","ADMD",0,45,"N",34,35,"E",56610,0,"page35.tiff",0.75,34.5833333333333,35,"bungoma district","administrative division","political"
"143","BUNGULE SUB-LOCATION SEE RUKANGA SUB-LOCATION","ADMD",3,50,"S",38,40,"E",56680,0,"page35.tiff",-3.83333333333333,38.6666666666667,35,"bungule sub-location see rukanga sub-location","administrative division","political"
"144","BUNI SUB-LOCATION","ADMD",3,57,"S",39,34,"E",56680,1,"page35.tiff",-3.95,39.5666666666667,35,"buni sub-location","administrative division","political"
"145","BUNYALA LOCATION","ADMD",0,4,"N",34,2,"E",56610,1,"page35.tiff",0.0666666666666667,34.0333333333333,35,"bunyala location","administrative division","political"
"146","BUNYALA LOCATION","ADMD",0,25,"N",34,40,"E",56610,1,"page35.tiff",0.416666666666667,34.6666666666667,35,"bunyala location","administrative division","political"
"147","BUNYORE LOCATION","ADMD",0,4,"N",34,37,"E",56610,1,"page35.tiff",0.0666666666666667,34.6166666666667,35,"bunyore location","administrative division","political"
"148","BUNYORI SEE BUNYORE LOCATION","ADMD",0,4,"N",34,37,"E",56610,0,"page35.tiff",0.0666666666666667,34.6166666666667,35,"bunyori see bunyore location","administrative division","political"
"149","BUOYE SUB-LOCATION","ADMD",0,9,"S",34,48,"E",56620,0,"page35.tiff",-0.15,34.8,35,"buoye sub-location","administrative division","political"
"150","BURA LOCATION","ADMD",3,28,"S",38,17,"E",56680,1,"page35.tiff",-3.46666666666667,38.2833333333333,35,"bura location","administrative division","political"
"151","BURA SUB-LOCATION","ADMD",3,9,"S",39,57,"E",56680,1,"page35.tiff",-3.15,39.95,35,"bura sub-location","administrative division","political"
"152","BURANI SUB-LOCATION","ADMD",4,15,"S",39,20,"E",56680,1,"page35.tiff",-4.25,39.3333333333333,35,"burani sub-location","administrative division","political"
"153","BURET LOCATION","ADMD",0,33,"S",35,8,"E",56630,0,"page36.tiff",-0.55,35.1333333333333,36,"buret location","administrative division","political"
"154","BUSAKI SUB-LOCATION","ADMD",0,8,"N",34,42,"E",56610,0,"page36.tiff",0.133333333333333,34.7,36,"busaki sub-location","administrative division","political"
"155","BUSHU SUB-LOCATION","ADMD",0,25,"N",34,48,"E",56610,0,"page36.tiff",0.416666666666667,34.8,36,"bushu sub-location","administrative division","political"
"156","BUSIA DISTRICT","ADMD",0,25,"N",34,15,"E",56610,0,"page36.tiff",0.416666666666667,34.25,36,"busia district","administrative division","political"
"157","BUSIBWABO SUB-LOCATION","ADMD",0,26,"N",34,15,"E",56610,0,"page36.tiff",0.433333333333333,34.25,36,"busibwabo sub-location","administrative division","political"
"158","BUSONGA SEE EBUSONGA LOCATION","ADMD",0,6,"N",34,7,"E",56620,0,"page36.tiff",0.1,34.1166666666667,36,"busonga see ebusonga location","administrative division","political"
"159","BUTENDE LOCATION","ADMD",1,10,"S",34,30,"E",56620,1,"page37.tiff",-1.16666666666667,34.5,37,"butende location","administrative division","political"
"160","BUTERE SUB-LOCATION","ADMD",0,12,"N",34,29,"E",56610,0,"page37.tiff",0.2,34.4833333333333,37,"butere sub-location","administrative division","political"
"161","BUTSOTSO LOCATION","ADMD",0,18,"N",34,41,"E",56610,1,"page37.tiff",0.3,34.6833333333333,37,"butsotso location","administrative division","political"
"162","BUYOFU SUB-LOCATION","ADMD",0,30,"N",34,22,"E",56610,0,"page37.tiff",0.5,34.3666666666667,37,"buyofu sub-location","administrative division","political"
"163","BUYONGA SUB-LOCATION","ADMD",0,2,"N",34,42,"E",56610,0,"page37.tiff",0.0333333333333333,34.7,37,"buyonga sub-location","administrative division","political"
"164","BWANDA SUB-LOCATION","ADMD",0,2,"S",34,34,"E",56610,0,"page37.tiff",-0.0333333333333333,34.5666666666667,37,"bwanda sub-location","administrative division","political"
"165","BWANDA SUB-LOCATION","ADMD",0,15,"S",34,51,"E",56620,0,"page37.tiff",-0.25,34.85,37,"bwanda sub-location","administrative division","political"
